prefix	 next_hop	 masca	 interfata
9de1c0 29de1c0 ffffff 0
9ee1c0 29ee1c0 ffffff 1
9fe1c0 29fe1c0 ffffff 1
a0e1c0 2a0e1c0 ffffff 3
a1e1c0 2a1e1c0 ffffff 1
a2e1c0 2a2e1c0 ffffff 0
a3e1c0 2a3e1c0 ffffff 0
a4e1c0 2a4e1c0 ffffff 0
a5e1c0 2a5e1c0 ffffff 3
a6e1c0 2a6e1c0 ffffff 2
a7e1c0 2a7e1c0 ffffff 0
a8e1c0 2a8e1c0 ffffff 2
a9e1c0 2a9e1c0 ffffff 2
aae1c0 2aae1c0 ffffff 0
abe1c0 2abe1c0 ffffff 3
ace1c0 2ace1c0 ffffff 0
ade1c0 2ade1c0 ffffff 3
aee1c0 2aee1c0 ffffff 3
afe1c0 2afe1c0 ffffff 3
b0e1c0 2b0e1c0 ffffff 0
b1e1c0 2b1e1c0 ffffff 2
b2e1c0 2b2e1c0 ffffff 0
b3e1c0 2b3e1c0 ffffff 3
b4e1c0 2b4e1c0 ffffff 3
b5e1c0 2b5e1c0 ffffff 0
b6e1c0 2b6e1c0 ffffff 2
b7e1c0 2b7e1c0 ffffff 2
b8e1c0 2b8e1c0 ffffff 1
b9e1c0 2b9e1c0 ffffff 3
bae1c0 2bae1c0 ffffff 2
bbe1c0 2bbe1c0 ffffff 3
bce1c0 2bce1c0 ffffff 0
bde1c0 2bde1c0 ffffff 1
bee1c0 2bee1c0 ffffff 2
bfe1c0 2bfe1c0 ffffff 1
c0e1c0 2c0e1c0 ffffff 3
c1e1c0 2c1e1c0 ffffff 0
c2e1c0 2c2e1c0 ffffff 1
c3e1c0 2c3e1c0 ffffff 1
c4e1c0 2c4e1c0 ffffff 2
c5e1c0 2c5e1c0 ffffff 3
c6e1c0 2c6e1c0 ffffff 3
c7e1c0 2c7e1c0 ffffff 3
c8e1c0 2c8e1c0 ffffff 1
c9e1c0 2c9e1c0 ffffff 3
cae1c0 2cae1c0 ffffff 0
cbe1c0 2cbe1c0 ffffff 2
cce1c0 2cce1c0 ffffff 3
cde1c0 2cde1c0 ffffff 0
cee1c0 2cee1c0 ffffff 2
cfe1c0 2cfe1c0 ffffff 3
d0e1c0 2d0e1c0 ffffff 3
d1e1c0 2d1e1c0 ffffff 0
d2e1c0 2d2e1c0 ffffff 0
d3e1c0 2d3e1c0 ffffff 3
d4e1c0 2d4e1c0 ffffff 1
d5e1c0 2d5e1c0 ffffff 0
d6e1c0 2d6e1c0 ffffff 2
d7e1c0 2d7e1c0 ffffff 1
d8e1c0 2d8e1c0 ffffff 0
d9e1c0 2d9e1c0 ffffff 3
dae1c0 2dae1c0 ffffff 3
dbe1c0 2dbe1c0 ffffff 0
dce1c0 2dce1c0 ffffff 2
dde1c0 2dde1c0 ffffff 2
dee1c0 2dee1c0 ffffff 0
dfe1c0 2dfe1c0 ffffff 3
e0e1c0 2e0e1c0 ffffff 3
e1e1c0 2e1e1c0 ffffff 2
e2e1c0 2e2e1c0 ffffff 1
e3e1c0 2e3e1c0 ffffff 2
e4e1c0 2e4e1c0 ffffff 2
e5e1c0 2e5e1c0 ffffff 2
e6e1c0 2e6e1c0 ffffff 1
e7e1c0 2e7e1c0 ffffff 0
e8e1c0 2e8e1c0 ffffff 3
e9e1c0 2e9e1c0 ffffff 3
eae1c0 2eae1c0 ffffff 3
ebe1c0 2ebe1c0 ffffff 1
ece1c0 2ece1c0 ffffff 2
ede1c0 2ede1c0 ffffff 3
eee1c0 2eee1c0 ffffff 1
efe1c0 2efe1c0 ffffff 0
f0e1c0 2f0e1c0 ffffff 2
f1e1c0 2f1e1c0 ffffff 2
f2e1c0 2f2e1c0 ffffff 1
f3e1c0 2f3e1c0 ffffff 3
f4e1c0 2f4e1c0 ffffff 1
f5e1c0 2f5e1c0 ffffff 3
f6e1c0 2f6e1c0 ffffff 1
f7e1c0 2f7e1c0 ffffff 0
f8e1c0 2f8e1c0 ffffff 0
f9e1c0 2f9e1c0 ffffff 2
fae1c0 2fae1c0 ffffff 2
fbe1c0 2fbe1c0 ffffff 0
fce1c0 2fce1c0 ffffff 1
fde1c0 2fde1c0 ffffff 1
fee1c0 2fee1c0 ffffff 3
ffe1c0 2ffe1c0 ffffff 0
4e2c0 204e2c0 ffffff 1
5e2c0 205e2c0 ffffff 2
6e2c0 206e2c0 ffffff 0
7e2c0 207e2c0 ffffff 2
8e2c0 208e2c0 ffffff 2
9e2c0 209e2c0 ffffff 2
ae2c0 20ae2c0 ffffff 0
be2c0 20be2c0 ffffff 2
ce2c0 20ce2c0 ffffff 0
de2c0 20de2c0 ffffff 1
ee2c0 20ee2c0 ffffff 1
fe2c0 20fe2c0 ffffff 2
10e2c0 210e2c0 ffffff 2
11e2c0 211e2c0 ffffff 2
12e2c0 212e2c0 ffffff 3
13e2c0 213e2c0 ffffff 0
14e2c0 214e2c0 ffffff 2
15e2c0 215e2c0 ffffff 2
16e2c0 216e2c0 ffffff 2
17e2c0 217e2c0 ffffff 0
18e2c0 218e2c0 ffffff 3
19e2c0 219e2c0 ffffff 3
1ae2c0 21ae2c0 ffffff 0
1be2c0 21be2c0 ffffff 3
1ce2c0 21ce2c0 ffffff 2
1de2c0 21de2c0 ffffff 0
1ee2c0 21ee2c0 ffffff 2
1fe2c0 21fe2c0 ffffff 0
20e2c0 220e2c0 ffffff 1
21e2c0 221e2c0 ffffff 0
22e2c0 222e2c0 ffffff 3
23e2c0 223e2c0 ffffff 1
24e2c0 224e2c0 ffffff 0
25e2c0 225e2c0 ffffff 2
26e2c0 226e2c0 ffffff 0
27e2c0 227e2c0 ffffff 1
28e2c0 228e2c0 ffffff 3
29e2c0 229e2c0 ffffff 0
2ae2c0 22ae2c0 ffffff 3
2be2c0 22be2c0 ffffff 2
2ce2c0 22ce2c0 ffffff 2
2de2c0 22de2c0 ffffff 2
2ee2c0 22ee2c0 ffffff 1
2fe2c0 22fe2c0 ffffff 0
30e2c0 230e2c0 ffffff 3
31e2c0 231e2c0 ffffff 2
32e2c0 232e2c0 ffffff 2
33e2c0 233e2c0 ffffff 3
34e2c0 234e2c0 ffffff 2
35e2c0 235e2c0 ffffff 1
36e2c0 236e2c0 ffffff 2
37e2c0 237e2c0 ffffff 0
38e2c0 238e2c0 ffffff 2
39e2c0 239e2c0 ffffff 2
3ae2c0 23ae2c0 ffffff 3
3be2c0 23be2c0 ffffff 2
3ce2c0 23ce2c0 ffffff 3
3de2c0 23de2c0 ffffff 3
3ee2c0 23ee2c0 ffffff 3
3fe2c0 23fe2c0 ffffff 2
40e2c0 240e2c0 ffffff 3
41e2c0 241e2c0 ffffff 1
42e2c0 242e2c0 ffffff 2
43e2c0 243e2c0 ffffff 3
44e2c0 244e2c0 ffffff 0
45e2c0 245e2c0 ffffff 3
46e2c0 246e2c0 ffffff 2
47e2c0 247e2c0 ffffff 1
48e2c0 248e2c0 ffffff 0
49e2c0 249e2c0 ffffff 1
4ae2c0 24ae2c0 ffffff 2
4be2c0 24be2c0 ffffff 3
4ce2c0 24ce2c0 ffffff 3
4de2c0 24de2c0 ffffff 3
4ee2c0 24ee2c0 ffffff 0
4fe2c0 24fe2c0 ffffff 3
50e2c0 250e2c0 ffffff 1
51e2c0 251e2c0 ffffff 0
52e2c0 252e2c0 ffffff 3
53e2c0 253e2c0 ffffff 3
54e2c0 254e2c0 ffffff 1
55e2c0 255e2c0 ffffff 1
56e2c0 256e2c0 ffffff 3
57e2c0 257e2c0 ffffff 2
58e2c0 258e2c0 ffffff 3
59e2c0 259e2c0 ffffff 2
5ae2c0 25ae2c0 ffffff 1
5be2c0 25be2c0 ffffff 2
5ce2c0 25ce2c0 ffffff 2
5de2c0 25de2c0 ffffff 2
5ee2c0 25ee2c0 ffffff 0
5fe2c0 25fe2c0 ffffff 1
60e2c0 260e2c0 ffffff 3
61e2c0 261e2c0 ffffff 3
62e2c0 262e2c0 ffffff 2
63e2c0 263e2c0 ffffff 0
64e2c0 264e2c0 ffffff 2
65e2c0 265e2c0 ffffff 0
66e2c0 266e2c0 ffffff 0
67e2c0 267e2c0 ffffff 1
68e2c0 268e2c0 ffffff 0
69e2c0 269e2c0 ffffff 3
6ae2c0 26ae2c0 ffffff 3
6be2c0 26be2c0 ffffff 0
6ce2c0 26ce2c0 ffffff 3
6de2c0 26de2c0 ffffff 1
6ee2c0 26ee2c0 ffffff 1
6fe2c0 26fe2c0 ffffff 1
70e2c0 270e2c0 ffffff 3
71e2c0 271e2c0 ffffff 2
72e2c0 272e2c0 ffffff 1
73e2c0 273e2c0 ffffff 2
74e2c0 274e2c0 ffffff 2
75e2c0 275e2c0 ffffff 0
76e2c0 276e2c0 ffffff 1
77e2c0 277e2c0 ffffff 2
78e2c0 278e2c0 ffffff 3
79e2c0 279e2c0 ffffff 2
7ae2c0 27ae2c0 ffffff 0
7be2c0 27be2c0 ffffff 2
7ce2c0 27ce2c0 ffffff 2
7de2c0 27de2c0 ffffff 1
7ee2c0 27ee2c0 ffffff 3
7fe2c0 27fe2c0 ffffff 2
80e2c0 280e2c0 ffffff 2
81e2c0 281e2c0 ffffff 2
82e2c0 282e2c0 ffffff 1
83e2c0 283e2c0 ffffff 1
84e2c0 284e2c0 ffffff 1
85e2c0 285e2c0 ffffff 0
86e2c0 286e2c0 ffffff 1
87e2c0 287e2c0 ffffff 0
88e2c0 288e2c0 ffffff 0
89e2c0 289e2c0 ffffff 0
8ae2c0 28ae2c0 ffffff 1
8be2c0 28be2c0 ffffff 1
8ce2c0 28ce2c0 ffffff 0
8de2c0 28de2c0 ffffff 1
8ee2c0 28ee2c0 ffffff 1
8fe2c0 28fe2c0 ffffff 0
90e2c0 290e2c0 ffffff 0
91e2c0 291e2c0 ffffff 1
92e2c0 292e2c0 ffffff 2
93e2c0 293e2c0 ffffff 0
94e2c0 294e2c0 ffffff 2
95e2c0 295e2c0 ffffff 3
96e2c0 296e2c0 ffffff 1
97e2c0 297e2c0 ffffff 1
98e2c0 298e2c0 ffffff 0
99e2c0 299e2c0 ffffff 1
9ae2c0 29ae2c0 ffffff 1
9be2c0 29be2c0 ffffff 0
9ce2c0 29ce2c0 ffffff 3
9de2c0 29de2c0 ffffff 3
9ee2c0 29ee2c0 ffffff 0
9fe2c0 29fe2c0 ffffff 2
a0e2c0 2a0e2c0 ffffff 3
a1e2c0 2a1e2c0 ffffff 0
a2e2c0 2a2e2c0 ffffff 0
a3e2c0 2a3e2c0 ffffff 3
a4e2c0 2a4e2c0 ffffff 1
a5e2c0 2a5e2c0 ffffff 1
a6e2c0 2a6e2c0 ffffff 3
a7e2c0 2a7e2c0 ffffff 3
a8e2c0 2a8e2c0 ffffff 2
a9e2c0 2a9e2c0 ffffff 3
aae2c0 2aae2c0 ffffff 2
abe2c0 2abe2c0 ffffff 2
ace2c0 2ace2c0 ffffff 0
ade2c0 2ade2c0 ffffff 2
aee2c0 2aee2c0 ffffff 3
afe2c0 2afe2c0 ffffff 1
b0e2c0 2b0e2c0 ffffff 1
b1e2c0 2b1e2c0 ffffff 0
b2e2c0 2b2e2c0 ffffff 0
b3e2c0 2b3e2c0 ffffff 2
b4e2c0 2b4e2c0 ffffff 3
b5e2c0 2b5e2c0 ffffff 0
b6e2c0 2b6e2c0 ffffff 2
b7e2c0 2b7e2c0 ffffff 1
b8e2c0 2b8e2c0 ffffff 2
b9e2c0 2b9e2c0 ffffff 0
bae2c0 2bae2c0 ffffff 1
bbe2c0 2bbe2c0 ffffff 0
bce2c0 2bce2c0 ffffff 0
bde2c0 2bde2c0 ffffff 3
bee2c0 2bee2c0 ffffff 1
bfe2c0 2bfe2c0 ffffff 1
c0e2c0 2c0e2c0 ffffff 0
c1e2c0 2c1e2c0 ffffff 3
c2e2c0 2c2e2c0 ffffff 2
c3e2c0 2c3e2c0 ffffff 1
c4e2c0 2c4e2c0 ffffff 3
c5e2c0 2c5e2c0 ffffff 2
c6e2c0 2c6e2c0 ffffff 1
c7e2c0 2c7e2c0 ffffff 2
c8e2c0 2c8e2c0 ffffff 2
c9e2c0 2c9e2c0 ffffff 1
cae2c0 2cae2c0 ffffff 3
cbe2c0 2cbe2c0 ffffff 3
cce2c0 2cce2c0 ffffff 1
cde2c0 2cde2c0 ffffff 0
cee2c0 2cee2c0 ffffff 1
cfe2c0 2cfe2c0 ffffff 3
d0e2c0 2d0e2c0 ffffff 1
d1e2c0 2d1e2c0 ffffff 3
d2e2c0 2d2e2c0 ffffff 2
d3e2c0 2d3e2c0 ffffff 0
d4e2c0 2d4e2c0 ffffff 3
d5e2c0 2d5e2c0 ffffff 3
d6e2c0 2d6e2c0 ffffff 3
d7e2c0 2d7e2c0 ffffff 0
d8e2c0 2d8e2c0 ffffff 2
d9e2c0 2d9e2c0 ffffff 1
dae2c0 2dae2c0 ffffff 3
dbe2c0 2dbe2c0 ffffff 3
dce2c0 2dce2c0 ffffff 3
dde2c0 2dde2c0 ffffff 0
dee2c0 2dee2c0 ffffff 1
dfe2c0 2dfe2c0 ffffff 2
e0e2c0 2e0e2c0 ffffff 3
e1e2c0 2e1e2c0 ffffff 0
e2e2c0 2e2e2c0 ffffff 2
e3e2c0 2e3e2c0 ffffff 0
e4e2c0 2e4e2c0 ffffff 3
e5e2c0 2e5e2c0 ffffff 1
e6e2c0 2e6e2c0 ffffff 1
e7e2c0 2e7e2c0 ffffff 1
e8e2c0 2e8e2c0 ffffff 2
e9e2c0 2e9e2c0 ffffff 1
eae2c0 2eae2c0 ffffff 0
ebe2c0 2ebe2c0 ffffff 0
ece2c0 2ece2c0 ffffff 3
ede2c0 2ede2c0 ffffff 1
eee2c0 2eee2c0 ffffff 1
efe2c0 2efe2c0 ffffff 3
f0e2c0 2f0e2c0 ffffff 0
f1e2c0 2f1e2c0 ffffff 3
f2e2c0 2f2e2c0 ffffff 1
f3e2c0 2f3e2c0 ffffff 1
f4e2c0 2f4e2c0 ffffff 1
f5e2c0 2f5e2c0 ffffff 1
f6e2c0 2f6e2c0 ffffff 1
f7e2c0 2f7e2c0 ffffff 1
f8e2c0 2f8e2c0 ffffff 3
f9e2c0 2f9e2c0 ffffff 2
fae2c0 2fae2c0 ffffff 0
fbe2c0 2fbe2c0 ffffff 1
fce2c0 2fce2c0 ffffff 1
fde2c0 2fde2c0 ffffff 0
fee2c0 2fee2c0 ffffff 3
ffe2c0 2ffe2c0 ffffff 3
4e3c0 204e3c0 ffffff 2
5e3c0 205e3c0 ffffff 1
6e3c0 206e3c0 ffffff 0
7e3c0 207e3c0 ffffff 3
8e3c0 208e3c0 ffffff 1
9e3c0 209e3c0 ffffff 1
ae3c0 20ae3c0 ffffff 3
be3c0 20be3c0 ffffff 2
ce3c0 20ce3c0 ffffff 3
de3c0 20de3c0 ffffff 0
ee3c0 20ee3c0 ffffff 3
fe3c0 20fe3c0 ffffff 1
10e3c0 210e3c0 ffffff 3
11e3c0 211e3c0 ffffff 0
12e3c0 212e3c0 ffffff 1
13e3c0 213e3c0 ffffff 3
14e3c0 214e3c0 ffffff 3
15e3c0 215e3c0 ffffff 1
16e3c0 216e3c0 ffffff 1
17e3c0 217e3c0 ffffff 1
18e3c0 218e3c0 ffffff 1
19e3c0 219e3c0 ffffff 0
1ae3c0 21ae3c0 ffffff 1
1be3c0 21be3c0 ffffff 1
1ce3c0 21ce3c0 ffffff 0
1de3c0 21de3c0 ffffff 2
1ee3c0 21ee3c0 ffffff 2
1fe3c0 21fe3c0 ffffff 2
20e3c0 220e3c0 ffffff 0
21e3c0 221e3c0 ffffff 2
22e3c0 222e3c0 ffffff 3
23e3c0 223e3c0 ffffff 1
24e3c0 224e3c0 ffffff 3
25e3c0 225e3c0 ffffff 0
26e3c0 226e3c0 ffffff 3
27e3c0 227e3c0 ffffff 2
28e3c0 228e3c0 ffffff 3
29e3c0 229e3c0 ffffff 3
2ae3c0 22ae3c0 ffffff 0
2be3c0 22be3c0 ffffff 1
2ce3c0 22ce3c0 ffffff 2
2de3c0 22de3c0 ffffff 2
2ee3c0 22ee3c0 ffffff 1
2fe3c0 22fe3c0 ffffff 2
30e3c0 230e3c0 ffffff 3
31e3c0 231e3c0 ffffff 2
32e3c0 232e3c0 ffffff 1
33e3c0 233e3c0 ffffff 0
34e3c0 234e3c0 ffffff 2
35e3c0 235e3c0 ffffff 0
36e3c0 236e3c0 ffffff 3
37e3c0 237e3c0 ffffff 2
38e3c0 238e3c0 ffffff 1
39e3c0 239e3c0 ffffff 1
3ae3c0 23ae3c0 ffffff 2
3be3c0 23be3c0 ffffff 1
3ce3c0 23ce3c0 ffffff 1
3de3c0 23de3c0 ffffff 0
3ee3c0 23ee3c0 ffffff 1
3fe3c0 23fe3c0 ffffff 3
40e3c0 240e3c0 ffffff 1
41e3c0 241e3c0 ffffff 2
42e3c0 242e3c0 ffffff 0
43e3c0 243e3c0 ffffff 3
44e3c0 244e3c0 ffffff 3
45e3c0 245e3c0 ffffff 3
46e3c0 246e3c0 ffffff 2
47e3c0 247e3c0 ffffff 1
48e3c0 248e3c0 ffffff 0
49e3c0 249e3c0 ffffff 0
4ae3c0 24ae3c0 ffffff 0
4be3c0 24be3c0 ffffff 1
4ce3c0 24ce3c0 ffffff 2
4de3c0 24de3c0 ffffff 2
4ee3c0 24ee3c0 ffffff 1
4fe3c0 24fe3c0 ffffff 1
50e3c0 250e3c0 ffffff 2
51e3c0 251e3c0 ffffff 2
52e3c0 252e3c0 ffffff 0
53e3c0 253e3c0 ffffff 2
54e3c0 254e3c0 ffffff 3
55e3c0 255e3c0 ffffff 1
56e3c0 256e3c0 ffffff 2
57e3c0 257e3c0 ffffff 2
58e3c0 258e3c0 ffffff 1
59e3c0 259e3c0 ffffff 2
5ae3c0 25ae3c0 ffffff 0
5be3c0 25be3c0 ffffff 0
5ce3c0 25ce3c0 ffffff 0
5de3c0 25de3c0 ffffff 3
5ee3c0 25ee3c0 ffffff 2
5fe3c0 25fe3c0 ffffff 0
60e3c0 260e3c0 ffffff 2
61e3c0 261e3c0 ffffff 3
62e3c0 262e3c0 ffffff 1
63e3c0 263e3c0 ffffff 3
64e3c0 264e3c0 ffffff 2
65e3c0 265e3c0 ffffff 2
66e3c0 266e3c0 ffffff 3
67e3c0 267e3c0 ffffff 0
68e3c0 268e3c0 ffffff 1
69e3c0 269e3c0 ffffff 0
6ae3c0 26ae3c0 ffffff 0
6be3c0 26be3c0 ffffff 3
6ce3c0 26ce3c0 ffffff 3
6de3c0 26de3c0 ffffff 0
6ee3c0 26ee3c0 ffffff 1
6fe3c0 26fe3c0 ffffff 0
70e3c0 270e3c0 ffffff 0
71e3c0 271e3c0 ffffff 2
72e3c0 272e3c0 ffffff 0
73e3c0 273e3c0 ffffff 2
74e3c0 274e3c0 ffffff 1
75e3c0 275e3c0 ffffff 1
76e3c0 276e3c0 ffffff 2
77e3c0 277e3c0 ffffff 2
78e3c0 278e3c0 ffffff 3
79e3c0 279e3c0 ffffff 1
7ae3c0 27ae3c0 ffffff 2
7be3c0 27be3c0 ffffff 2
7ce3c0 27ce3c0 ffffff 1
7de3c0 27de3c0 ffffff 1
7ee3c0 27ee3c0 ffffff 2
7fe3c0 27fe3c0 ffffff 2
80e3c0 280e3c0 ffffff 2
81e3c0 281e3c0 ffffff 0
82e3c0 282e3c0 ffffff 3
83e3c0 283e3c0 ffffff 2
84e3c0 284e3c0 ffffff 0
85e3c0 285e3c0 ffffff 0
86e3c0 286e3c0 ffffff 0
87e3c0 287e3c0 ffffff 2
88e3c0 288e3c0 ffffff 0
89e3c0 289e3c0 ffffff 2
8ae3c0 28ae3c0 ffffff 0
8be3c0 28be3c0 ffffff 0
8ce3c0 28ce3c0 ffffff 3
8de3c0 28de3c0 ffffff 2
8ee3c0 28ee3c0 ffffff 1
8fe3c0 28fe3c0 ffffff 1
90e3c0 290e3c0 ffffff 1
91e3c0 291e3c0 ffffff 3
92e3c0 292e3c0 ffffff 0
93e3c0 293e3c0 ffffff 0
94e3c0 294e3c0 ffffff 0
95e3c0 295e3c0 ffffff 2
96e3c0 296e3c0 ffffff 3
97e3c0 297e3c0 ffffff 2
98e3c0 298e3c0 ffffff 1
99e3c0 299e3c0 ffffff 0
9ae3c0 29ae3c0 ffffff 0
9be3c0 29be3c0 ffffff 0
9ce3c0 29ce3c0 ffffff 1
9de3c0 29de3c0 ffffff 1
9ee3c0 29ee3c0 ffffff 3
9fe3c0 29fe3c0 ffffff 1
a0e3c0 2a0e3c0 ffffff 2
a1e3c0 2a1e3c0 ffffff 3
a2e3c0 2a2e3c0 ffffff 1
a3e3c0 2a3e3c0 ffffff 0
a4e3c0 2a4e3c0 ffffff 2
a5e3c0 2a5e3c0 ffffff 0
a6e3c0 2a6e3c0 ffffff 1
a7e3c0 2a7e3c0 ffffff 2
a8e3c0 2a8e3c0 ffffff 1
a9e3c0 2a9e3c0 ffffff 2
aae3c0 2aae3c0 ffffff 2
abe3c0 2abe3c0 ffffff 0
ace3c0 2ace3c0 ffffff 3
ade3c0 2ade3c0 ffffff 0
aee3c0 2aee3c0 ffffff 3
afe3c0 2afe3c0 ffffff 0
b0e3c0 2b0e3c0 ffffff 2
b1e3c0 2b1e3c0 ffffff 1
b2e3c0 2b2e3c0 ffffff 3
b3e3c0 2b3e3c0 ffffff 3
b4e3c0 2b4e3c0 ffffff 0
b5e3c0 2b5e3c0 ffffff 2
b6e3c0 2b6e3c0 ffffff 1
b7e3c0 2b7e3c0 ffffff 3
b8e3c0 2b8e3c0 ffffff 0
b9e3c0 2b9e3c0 ffffff 0
bae3c0 2bae3c0 ffffff 3
bbe3c0 2bbe3c0 ffffff 3
bce3c0 2bce3c0 ffffff 0
bde3c0 2bde3c0 ffffff 0
bee3c0 2bee3c0 ffffff 3
bfe3c0 2bfe3c0 ffffff 2
c0e3c0 2c0e3c0 ffffff 3
c1e3c0 2c1e3c0 ffffff 0
c2e3c0 2c2e3c0 ffffff 1
c3e3c0 2c3e3c0 ffffff 3
c4e3c0 2c4e3c0 ffffff 2
c5e3c0 2c5e3c0 ffffff 0
c6e3c0 2c6e3c0 ffffff 3
c7e3c0 2c7e3c0 ffffff 1
c8e3c0 2c8e3c0 ffffff 3
c9e3c0 2c9e3c0 ffffff 2
cae3c0 2cae3c0 ffffff 0
cbe3c0 2cbe3c0 ffffff 1
cce3c0 2cce3c0 ffffff 1
cde3c0 2cde3c0 ffffff 0
cee3c0 2cee3c0 ffffff 1
cfe3c0 2cfe3c0 ffffff 0
d0e3c0 2d0e3c0 ffffff 0
d1e3c0 2d1e3c0 ffffff 1
d2e3c0 2d2e3c0 ffffff 2
d3e3c0 2d3e3c0 ffffff 2
d4e3c0 2d4e3c0 ffffff 3
d5e3c0 2d5e3c0 ffffff 2
d6e3c0 2d6e3c0 ffffff 0
d7e3c0 2d7e3c0 ffffff 3
d8e3c0 2d8e3c0 ffffff 0
d9e3c0 2d9e3c0 ffffff 0
dae3c0 2dae3c0 ffffff 2
dbe3c0 2dbe3c0 ffffff 2
dce3c0 2dce3c0 ffffff 0
dde3c0 2dde3c0 ffffff 3
dee3c0 2dee3c0 ffffff 2
dfe3c0 2dfe3c0 ffffff 1
e0e3c0 2e0e3c0 ffffff 3
e1e3c0 2e1e3c0 ffffff 0
e2e3c0 2e2e3c0 ffffff 3
e3e3c0 2e3e3c0 ffffff 2
e4e3c0 2e4e3c0 ffffff 0
e5e3c0 2e5e3c0 ffffff 3
e6e3c0 2e6e3c0 ffffff 2
e7e3c0 2e7e3c0 ffffff 0
e8e3c0 2e8e3c0 ffffff 0
e9e3c0 2e9e3c0 ffffff 0
eae3c0 2eae3c0 ffffff 2
ebe3c0 2ebe3c0 ffffff 1
ece3c0 2ece3c0 ffffff 2
ede3c0 2ede3c0 ffffff 3
eee3c0 2eee3c0 ffffff 3
efe3c0 2efe3c0 ffffff 1
f0e3c0 2f0e3c0 ffffff 0
f1e3c0 2f1e3c0 ffffff 0
f2e3c0 2f2e3c0 ffffff 0
f3e3c0 2f3e3c0 ffffff 3
f4e3c0 2f4e3c0 ffffff 1
f5e3c0 2f5e3c0 ffffff 3
f6e3c0 2f6e3c0 ffffff 2
f7e3c0 2f7e3c0 ffffff 2
f8e3c0 2f8e3c0 ffffff 2
f9e3c0 2f9e3c0 ffffff 2
fae3c0 2fae3c0 ffffff 3
fbe3c0 2fbe3c0 ffffff 0
fce3c0 2fce3c0 ffffff 3
fde3c0 2fde3c0 ffffff 0
fee3c0 2fee3c0 ffffff 0
ffe3c0 2ffe3c0 ffffff 0
4e4c0 204e4c0 ffffff 0
5e4c0 205e4c0 ffffff 3
6e4c0 206e4c0 ffffff 3
7e4c0 207e4c0 ffffff 3
8e4c0 208e4c0 ffffff 2
9e4c0 209e4c0 ffffff 3
ae4c0 20ae4c0 ffffff 3
be4c0 20be4c0 ffffff 0
ce4c0 20ce4c0 ffffff 0
de4c0 20de4c0 ffffff 3
ee4c0 20ee4c0 ffffff 3
fe4c0 20fe4c0 ffffff 3
10e4c0 210e4c0 ffffff 0
11e4c0 211e4c0 ffffff 3
12e4c0 212e4c0 ffffff 2
13e4c0 213e4c0 ffffff 3
14e4c0 214e4c0 ffffff 3
15e4c0 215e4c0 ffffff 1
16e4c0 216e4c0 ffffff 1
17e4c0 217e4c0 ffffff 2
18e4c0 218e4c0 ffffff 2
19e4c0 219e4c0 ffffff 3
1ae4c0 21ae4c0 ffffff 2
1be4c0 21be4c0 ffffff 2
1ce4c0 21ce4c0 ffffff 3
1de4c0 21de4c0 ffffff 2
1ee4c0 21ee4c0 ffffff 1
1fe4c0 21fe4c0 ffffff 3
20e4c0 220e4c0 ffffff 3
21e4c0 221e4c0 ffffff 1
22e4c0 222e4c0 ffffff 0
23e4c0 223e4c0 ffffff 0
24e4c0 224e4c0 ffffff 1
25e4c0 225e4c0 ffffff 1
26e4c0 226e4c0 ffffff 3
27e4c0 227e4c0 ffffff 1
28e4c0 228e4c0 ffffff 3
29e4c0 229e4c0 ffffff 2
2ae4c0 22ae4c0 ffffff 0
2be4c0 22be4c0 ffffff 0
2ce4c0 22ce4c0 ffffff 0
2de4c0 22de4c0 ffffff 1
2ee4c0 22ee4c0 ffffff 1
2fe4c0 22fe4c0 ffffff 3
30e4c0 230e4c0 ffffff 2
31e4c0 231e4c0 ffffff 0
32e4c0 232e4c0 ffffff 3
33e4c0 233e4c0 ffffff 3
34e4c0 234e4c0 ffffff 2
35e4c0 235e4c0 ffffff 3
36e4c0 236e4c0 ffffff 3
37e4c0 237e4c0 ffffff 0
38e4c0 238e4c0 ffffff 0
39e4c0 239e4c0 ffffff 0
3ae4c0 23ae4c0 ffffff 1
3be4c0 23be4c0 ffffff 1
3ce4c0 23ce4c0 ffffff 3
3de4c0 23de4c0 ffffff 0
3ee4c0 23ee4c0 ffffff 3
3fe4c0 23fe4c0 ffffff 3
40e4c0 240e4c0 ffffff 3
41e4c0 241e4c0 ffffff 3
42e4c0 242e4c0 ffffff 1
43e4c0 243e4c0 ffffff 1
44e4c0 244e4c0 ffffff 1
45e4c0 245e4c0 ffffff 2
46e4c0 246e4c0 ffffff 0
47e4c0 247e4c0 ffffff 0
48e4c0 248e4c0 ffffff 1
49e4c0 249e4c0 ffffff 1
4ae4c0 24ae4c0 ffffff 3
4be4c0 24be4c0 ffffff 2
4ce4c0 24ce4c0 ffffff 3
4de4c0 24de4c0 ffffff 1
4ee4c0 24ee4c0 ffffff 0
4fe4c0 24fe4c0 ffffff 2
50e4c0 250e4c0 ffffff 2
51e4c0 251e4c0 ffffff 1
52e4c0 252e4c0 ffffff 3
53e4c0 253e4c0 ffffff 2
54e4c0 254e4c0 ffffff 0
55e4c0 255e4c0 ffffff 2
56e4c0 256e4c0 ffffff 1
57e4c0 257e4c0 ffffff 3
58e4c0 258e4c0 ffffff 3
59e4c0 259e4c0 ffffff 2
